# Aii Buffer Dump - 15625 elements
# Index,Value
707,-0.07961866
708,-0.05283554
709,-0.002798632
710,-0.05278549
711,-0.07713475
712,-0.05217291
713,-1.513382
714,-0.006641792
715,-0.004987699
716,-0.004959811
717,-0.09244407
718,-0.1036169
719,-0.09249623
720,-0.09030762
721,-0.09831842
722,-0.1017004
723,-0.09035395
724,-0.066383
725,-0.4948482
726,-0.562854
727,-1.509229
728,-1.30196
729,-271.1151
730,-0.1033414
731,-0.1050304
732,-0.05365025
733,-0.05158111
734,-0.05363876
735,-0.05021696
736,-0.05157322
737,-0.05021876
738,-0.09420785
739,-2.138245
740,-0.06793394
741,-0.09157046
742,-0.09624046
743,-0.08261698
744,-0.08688524
745,-0.05959686
746,-0.04556572
747,-0.07897487
748,-0.04556837
749,-0.09470872
750,-0.09160278
751,-0.3555153
752,-0.07758576
753,-0.08375335
754,-0.09238876
755,-0.1163505
756,-0.1124769
757,-2.20028
758,-0.1096582
759,-0.05678936
760,-0.05678803
761,-0.0853925
762,-0.05895692
763,-0.08917907
764,-9.830137
765,-0.09027147
766,-0.06740398
767,-0.006826218
768,-0.01094797
769,-0.1028979
770,-0.05838256
771,-0.07982469
772,-0.0532009
773,-0.05322061
774,-0.3061487
775,-0.1038076
776,-0.1048926
777,-0.09023885
778,-0.1020762
779,-0.0816887
780,-0.09068205
781,-0.08300688
782,-0.05179224
783,-0.05179258
784,-0.1113488
785,-0.1046608
786,-0.3068626
787,-0.3940644
788,-0.3215745
789,-0.5479368
790,-1.723201
791,-1.819728
792,-0.05930258
793,-0.04580418
794,-0.0502402
795,-0.0593034
796,-0.04580617
797,-0.04608879
798,-0.04608955
799,-0.05023703
800,-6.820777
801,-0.05372946
802,-0.05371961
803,-0.06578255
804,-0.06579714
805,-0.06628519
806,-0.06072334
807,-0.07751828
808,-0.09781327
809,-0.07750902
810,-0.097835
811,-0.06628126
812,-0.08326279
813,-0.06072251
814,-0.09918644
815,-0.1628008
816,-0.1147367
817,-0.1013927
818,-0.1077513
819,-0.1005927
820,-0.1033117
821,-0.1120179
822,-0.391175
823,-0.1537102
824,-0.07300838
825,-0.1393428
826,-0.08501217
827,-0.3018903
828,-0.0553745
829,-0.05524912
830,-0.05501771
831,-0.05480852
832,-0.1030784
833,-0.05481149
834,-0.05505988
835,-0.07445445
836,-0.07002322
837,-0.06276798
838,-0.06105265
839,-0.07005878
840,-0.266172
841,-0.08141971
842,-0.1146282
843,-0.08651235
844,-0.04622259
845,-0.06314437
846,-0.06503452
847,-0.08787712
848,-0.09458186
849,-0.09877197
850,-0.09635676
851,-0.04622206
852,-0.04479899
853,-0.04479606
854,-0.2438954
855,-0.1788576
856,-0.2448732
857,-0.1063298
858,-0.4439683
